"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000162521",350.12709706737,-0.137609351241973,0.230713463025115,-0.59645132727687,0.550873760228332,0.999853396577029
"ENSG00000288093",7.32632399643821,-0.60952282314729,0.876416005307702,-0.695472035489918,0.486759530338036,0.999853396577029
"ENSG00000260920",8.7662963514936,0.418918375383016,0.660039785009973,0.634686552079109,0.525632866108419,0.999853396577029
"ENSG00000127423",9.26291601431782,-0.175166060592159,0.599799489185705,-0.292041029961474,0.770255253305204,0.999853396577029
"ENSG00000126106",36.7825944239943,-0.614971928949175,0.333589380981843,-1.84349971554595,0.0652560832111266,0.93097759737624
"ENSG00000226499",10.6598793025885,1.58119806077035,0.722184830135814,2.18946451765401,0.0285630947807779,0.779924987257178
"ENSG00000070886",2.86366046084829,2.26604925980532,1.08447683641267,2.08953219074845,0.0366598433439729,NA
"ENSG00000273058",8.39143317713302,-0.411300335150491,0.864492886508477,-0.47577064145855,0.634237787790092,0.999853396577029
"ENSG00000237991",35.6398979433998,0.612740453278594,0.519160748870503,1.18025188655284,0.237900047907066,0.999853396577029
"ENSG00000159363",126.92125359741,0.424776875891329,0.311856845846859,1.36208930972104,0.173169701631778,0.999853396577029
"ENSG00000272750",12.1590646303098,0.106431231024221,0.533193227020209,0.199610995846702,0.841784827413421,0.999853396577029
"ENSG00000225099",1.62612931394144,-0.265613359136141,1.10024704664092,-0.241412471814456,0.809235447458051,NA
"ENSG00000260941",4.30406867887934,0.982119781348109,1.04863985159173,0.936565380246945,0.348982166979007,NA
"ENSG00000137970",319.364308807498,-0.245320037271579,0.302898370511386,-0.809908738886258,0.417992628893003,0.999853396577029
"ENSG00000173110",236.004168033681,0.510567696113176,1.69805970447781,0.300677116809734,0.763660719914679,0.999853396577029
"ENSG00000023572",130.597197357041,-0.216929842931248,0.336952186453961,-0.643800075061652,0.51970508509449,0.999853396577029
"ENSG00000116396",171.792150930454,0.632625932165128,0.289040660040606,2.18870913205171,0.0286179878185827,0.779924987257178
"ENSG00000272455",26.0702919545639,-0.0814789339148372,0.377378052976514,-0.215907982120805,0.829059475012135,0.999853396577029
"ENSG00000215915",42.5324430561191,-0.0156795675950044,0.541401172851792,-0.0289610890800502,0.976895623982878,0.999853396577029
"ENSG00000273487",40.0584773970261,0.0679424987012871,0.425308958167102,0.159748571941889,0.873079137313512,0.999853396577029
"ENSG00000228594",45.4451417210661,0.805643931072931,0.583199096724656,1.38142177448073,0.167149314658361,0.999853396577029
"ENSG00000272106",109.275503148208,-0.113803484560354,0.411392972161053,-0.276629627294172,0.782064512838805,0.999853396577029
"ENSG00000198890",14.2359421676616,-0.209570413964573,0.602508658854008,-0.347829713125091,0.727968073528551,0.999853396577029
"ENSG00000169442",8.6134748262497,1.34174509247559,0.7636302926836,1.75706111364485,0.0789073929661911,0.95998289289323
"ENSG00000143384",1353.15631762467,-0.0660866900151787,0.398793564203741,-0.165716540955549,0.868380028244458,0.999853396577029
"ENSG00000280157",9.05975147452279,0.386039128835911,0.601330240484559,0.641975245623496,0.520889255936348,0.999853396577029
"ENSG00000162913",5.59825220916235,0.792010364811151,0.900527870765625,0.879495671952704,0.379132578772942,0.999853396577029
"ENSG00000287315",6.9585567014056,-0.776817184898497,0.799348605742717,-0.971812772697233,0.331143700416448,0.999853396577029
"ENSG00000116539",471.434651204757,-0.0642035032282036,0.277512010665449,-0.231353962209597,0.817039827795493,0.999853396577029
"ENSG00000238078",2.35951696007076,-1.19105699022914,1.0488797372189,-1.13555152985148,0.256144304199496,NA
"ENSG00000162817",293.698930233945,0.893829384631504,0.377934539519027,2.36503756912248,0.018028241995235,0.705342087346774
"ENSG00000197852",214.95263237828,0.501184402452741,0.285727501813949,1.75406427197577,0.0794194947892283,0.962778005174923
"ENSG00000284830",3.3519308141856,-0.266559729039658,0.893037627136401,-0.298486559737022,0.765331832643169,NA
"ENSG00000186517",45.9131056175021,-0.552091605901393,0.378664644467987,-1.45799618202292,0.144841595391612,0.999853396577029
"ENSG00000288670",119.257360513784,-0.0149490546227665,0.312778557988629,-0.0477943715800046,0.961880122260445,0.999853396577029
"ENSG00000230896",11.6593915369168,-0.268498814518908,0.434405738878123,-0.618083028120948,0.536520609254184,0.999853396577029
"ENSG00000198160",120.279030054173,0.0324234996678251,0.230752757067385,0.140511862479531,0.888255580568961,0.999853396577029
"ENSG00000133216",33.509818061901,0.187241893117334,0.394408899446428,0.474740538005449,0.634971920041509,0.999853396577029
"ENSG00000278997",5.22418668006229,-1.34797531442241,0.662353889276981,-2.03512855626747,0.041837939335774,0.866748644739169
"ENSG00000116525",63.1083265995724,-0.162490150028472,0.30396189684083,-0.534574075623565,0.592944414087838,0.999853396577029
"ENSG00000279179",3.78439252082405,1.30898156828396,0.805075729830592,1.62591110349259,0.103968567722453,NA
"ENSG00000213516",149.452245364084,-0.462208157191845,0.315501218532577,-1.46499642486839,0.142921893162608,0.999853396577029
"ENSG00000234518",11.0411449830428,0.196245017741617,0.561285294153351,0.349635060433278,0.726612595233862,0.999853396577029
"ENSG00000126709",68.9982852612221,-1.13238632074561,0.447719758991012,-2.52923016687398,0.011431303479786,0.65028441768455
"ENSG00000073756",18.7860417548986,1.23042137875263,0.603506497457038,2.03878729381902,0.041471260981358,0.86609516054202
"ENSG00000272512",14.2920789714414,0.683670811962568,0.723322923724549,0.945180623395974,0.34456667004671,0.999853396577029
"ENSG00000198711",2.20909521901602,0.813733785881326,1.03451133954697,0.786587594329971,0.431523323763996,NA
"ENSG00000287064",8.55652636023024,0.950771856371223,0.77937026680836,1.21992318268027,0.22249399665498,0.999853396577029
"ENSG00000159658",940.641576874819,-0.185026029257201,0.240857462485984,-0.768197204053696,0.442370034338087,0.999853396577029
"ENSG00000170385",201.665144690365,-0.00172643108770149,0.416952130412656,-0.00414059783312019,0.996696290356565,0.999853396577029
"ENSG00000117020",388.836168390129,0.233760985371378,0.282023956448053,0.828869250383825,0.407178396972717,0.999853396577029
"ENSG00000198912",62.8911902786985,0.108225235628052,0.284114428736337,0.38092129325993,0.703261651810338,0.999853396577029
"ENSG00000272068",15.9577680021296,-0.707298021203098,0.650581914591537,-1.08717750269337,0.276958371305857,0.999853396577029
"ENSG00000156876",5.43633445067664,-0.438575478233708,0.81672199817022,-0.536994814901877,0.591271195670448,0.999853396577029
"ENSG00000025800",234.763163936092,-0.31793533427848,0.26261268974661,-1.21066249534723,0.226024781850684,0.999853396577029
"ENSG00000231346",2.00452733029827,0.520377722769929,1.06859896333548,0.48697195170922,0.626278207855662,NA
"ENSG00000117298",346.141628581732,-0.0242990656658969,0.339666318863303,-0.0715380487156159,0.94296954361904,0.999853396577029
"ENSG00000233894",3.89956725272463,-0.0851011734987092,1.13184410225089,-0.0751880699201144,0.940065076310238,NA
"ENSG00000178965",49.1652223603361,0.182584109942569,0.524432018571564,0.348155916261343,0.727723092824475,0.999853396577029
"ENSG00000154358",29.3930260582561,1.07714677080841,0.438554253187295,2.45613116958733,0.014044188487258,0.671862129666766
"ENSG00000116852",337.627045176221,0.430714452068709,0.246820188954238,1.74505357075375,0.0809755443950567,0.968007984812468
"ENSG00000163395",36.2968222290647,-2.67016423546975,1.11826830265603,-2.38776707622648,NA,NA
"ENSG00000203943",3.39003928657429,-0.578276276034293,0.870076399411325,-0.664627010255125,0.506289088914355,NA
"ENSG00000174529",57.1537792450451,0.224657821356267,0.43106393766061,0.521170531164097,0.602247980828522,0.999853396577029
"ENSG00000242861",10.0031155138088,-0.4647103243712,0.680933221387427,-0.682460937100903,0.494947535086522,0.999853396577029
"ENSG00000187010",4.59709614128789,0.151602610735717,1.13739797740388,0.133288975141095,0.893964846365401,0.999853396577029
"ENSG00000155816",325.050417426498,-0.322444089414714,0.30002642330749,-1.07471897261612,0.282500566826174,0.999853396577029
"ENSG00000184007",3021.20802192187,0.442552095412159,0.427031044420544,1.03634642303975,0.300040555811494,0.999853396577029
"ENSG00000121753",201.467657498735,0.350302323705634,0.326259105538059,1.07369363110318,0.282960016808765,0.999853396577029
"ENSG00000162745",14.0346146637264,1.14510375449472,0.547642859154033,2.09096811061065,0.0365309227025389,0.830687786427117
"ENSG00000162775",24.807403836503,-0.304945102733759,0.407730431227741,-0.747908616522738,0.454515279906466,0.999853396577029
"ENSG00000173171",12.0887537667045,0.0325257153901544,0.449705518720296,0.0723266983307458,0.942341918136421,0.999853396577029
"ENSG00000170075",1370.12328022038,-0.0956336012192009,0.418646950154375,-0.22843496455411,0.819308110137709,0.999853396577029
"ENSG00000159409",121.567257492329,1.06383333309164,0.487793699936351,2.18090830863633,0.0291901990539456,0.779924987257178
"ENSG00000178796",6.68028800930763,-0.414257779313671,0.651670587691243,-0.635685862056956,0.524981193121459,0.999853396577029
"ENSG00000143436",95.3079355020204,0.123400263251436,0.317758454635068,0.388346120933764,0.69775991062456,0.999853396577029
"ENSG00000143450",13.1968561187462,0.344308092864453,0.539706165556526,0.637954714690751,0.523503159254879,0.999853396577029
"ENSG00000269489",3.93247228278547,0.577574216338004,0.756802700698336,0.763176737880362,0.445357999884969,NA
"ENSG00000196407",3.0072791288589,0.205997054760556,0.815057379439091,0.252739328490369,0.800469654520999,NA
"ENSG00000116819",28.2355268324367,0.621879359060104,0.508954595713321,1.22187590857395,0.22175455717133,0.999853396577029
"ENSG00000154429",187.376672443291,0.0474380814793695,0.344429646368343,0.137729379510607,0.890454299179195,0.999853396577029
"ENSG00000279667",3.73948248240284,2.86164915061826,1.45777628022228,1.96302353759104,0.049643439121261,NA
"ENSG00000242125",107.148716610941,0.293451094774387,0.407737900858428,0.719705217877886,0.471706512913811,0.999853396577029
"ENSG00000188060",4.77513694885235,0.296576588081469,0.718312602210503,0.412879555737707,0.679694860420645,0.999853396577029
"ENSG00000240219",7.05355114273007,-0.598111319993337,0.644270600884444,-0.928354202678594,0.353223866390313,0.999853396577029
"ENSG00000162722",6.49852759753372,-1.35748471543022,0.842558067712512,-1.6111467772372,0.107147734921382,0.999853396577029
"ENSG00000183888",35.9448456975922,0.318969040699523,1.05632802031459,0.301960219330855,0.762682388596422,0.999853396577029
"ENSG00000143443",22.2827762674738,-0.136576865753004,0.409400596321308,-0.333602019587227,0.738679894075622,0.999853396577029
"ENSG00000162783",97.5045848217927,-0.149737567615043,0.518941194588861,-0.28854438455917,0.7729300605114,0.999853396577029
"ENSG00000054277",4.68836105146602,-0.00192886960142475,0.827623852799365,-0.00233061141834001,0.998140442815517,0.999853396577029
"ENSG00000203668",20.8940972963707,-0.216976557574709,0.46819073718129,-0.463436245836477,0.643051703127341,0.999853396577029
"ENSG00000116128",87.3252419044939,-0.242036210967396,0.316632383819591,-0.764407632749598,0.444624361612981,0.999853396577029
"ENSG00000162843",1.58806402143018,3.38750294874537,1.66852293211755,2.03024056999099,0.0423320918445573,NA
"ENSG00000185842",8.73715917118187,0.501884756069883,0.752924567894523,0.666580395262373,0.505040195134927,0.999853396577029
"ENSG00000143479",50.8869407244913,-0.289522865683436,0.362159293386766,-0.799435140752392,0.424038141010159,0.999853396577029
"ENSG00000212916",2.36910828864995,0.675568029678911,1.14255531649247,0.591278181395048,0.554334046224739,NA
"ENSG00000119283",16.1557506036953,0.171734012107564,0.49546488626719,0.346611872743193,0.72888292510796,0.999853396577029
"ENSG00000226029",13.2508800048305,-0.00612919924632688,0.530646476698694,-0.0115504380326021,0.990784288739094,0.999853396577029
"ENSG00000142798",17.1174683496327,0.85437398204035,0.808957070136648,1.05614254894395,0.290903093621087,0.999853396577029
"ENSG00000218510",1.94895423414594,0.459130222275903,1.11096741780739,0.413270645850305,0.67940833389327,NA
"ENSG00000152061",141.230332080239,0.129491578642697,0.273828517439355,0.472892961820076,0.636289546513576,0.999853396577029
"ENSG00000273213",1.88240926122597,-0.215405697327887,1.0604853222689,-0.203119923307405,0.83904129976568,NA
"ENSG00000171812",15.4640604876058,-0.044996375198341,0.549377936940996,-0.081904226895034,0.934722873159097,0.999853396577029
"ENSG00000285867",8.37767858299837,-1.08627613075546,0.527686050264073,-2.05856518324077,0.0395359109478876,0.859931341831996
"ENSG00000286379",12.0264726037961,0.246360330456207,0.764287982807749,0.322339662532908,0.747195388905887,0.999853396577029
"ENSG00000243155",2.99843936391504,0.232472180802002,0.821729259777156,0.282906052128466,0.777248855105417,NA
"ENSG00000135823",186.025599374932,0.221057685820552,0.230883913669184,0.957440829495334,0.338344798555942,0.999853396577029
"ENSG00000120370",27.903134010108,-0.20188223806566,0.380547004000602,-0.530505393402967,0.595761570571476,0.999853396577029
"ENSG00000179639",1.61732840910206,0.120549409532085,1.7513891213527,0.068830740160689,0.945124348995816,NA
"ENSG00000237842",3.90166696122247,0.609430929224223,0.825834643644705,0.737957572879948,0.460540231478469,NA
"ENSG00000117036",109.099619463747,-0.172698904306993,0.332480026976649,-0.519426402474163,0.603463423586774,0.999853396577029
"ENSG00000121904",27.0973068199509,0.376855818108916,0.481383426305388,0.782859977131493,0.433709342419294,0.999853396577029
"ENSG00000163348",318.704648423047,-0.00952859114805895,0.33328397531097,-0.0285900068827741,0.977191582180355,0.999853396577029
"ENSG00000235105",11.1000993576504,-0.0530875958893331,0.546376084815353,-0.0971631031531585,0.922596868781864,0.999853396577029
"ENSG00000186094",11.956337026789,0.210599477628639,0.582806201598128,0.36135421526255,0.717834669793217,0.999853396577029
"ENSG00000185483",6.86172821513408,-0.107385213633749,0.78688448588173,-0.136468840802498,0.891450655508632,0.999853396577029
"ENSG00000233328",14.3832617182959,-0.247202709024756,0.534958492138777,-0.462096990060731,0.644011768582607,0.999853396577029
"ENSG00000142609",6.00243067600561,0.235735187634209,0.684256194834627,0.344513048495209,0.730460484690038,0.999853396577029
"ENSG00000286219",16.427109283894,-1.00393589474063,0.555868071854623,-1.8060686439339,0.0709076179561284,0.942752920476325
"ENSG00000075151",313.898683927092,0.0628471263346965,0.304163242201635,0.206623015587906,0.83630428428766,0.999853396577029
"ENSG00000158246",7.0638028238396,1.24716229217417,0.937083571022073,1.33089761760938,0.183222701266799,0.999853396577029
"ENSG00000158615",164.917830218717,-0.0535522381221685,0.387109007415495,-0.138338909961579,0.889972575423946,0.999853396577029
"ENSG00000182901",46.4969052436424,-0.0793870767069585,0.41698734738172,-0.190382459337035,0.849009441722662,0.999853396577029
"ENSG00000197959",118.472780689276,-0.187337168032916,0.28821037221142,-0.650001478418314,0.515691266635685,0.999853396577029
"ENSG00000198691",5.87573721349994,1.15346268634164,0.822207724405208,1.40288476026671,0.160651206040259,0.999853396577029
"ENSG00000117523",1657.05045014317,0.0618486358622985,0.527019043506693,0.117355599620781,0.906578267244225,0.999853396577029
"ENSG00000132849",47.2891848833482,0.161065385318607,0.302385736525301,0.532648752449111,0.594276747436771,0.999853396577029
"ENSG00000163462",32.1161877441996,0.258012513108171,0.427991166438672,0.602845416776008,0.546611530135596,0.999853396577029
"ENSG00000185499",35.4498683574865,-0.201417674925038,0.623659905609713,-0.322960756517007,0.746724962529277,0.999853396577029
"ENSG00000116329",34.6187537535712,0.5746080175344,0.422073302955228,1.3613938941676,0.17338924464094,0.999853396577029
"ENSG00000184678",191.411095669263,0.101850449348704,0.437988548190654,0.232541352438213,0.816117572732327,0.999853396577029
"ENSG00000179862",10.9548512425475,1.19434588422125,0.611820725782903,1.95211739957474,0.0509242679166182,0.898421017784919
"ENSG00000281207",3.84004467546949,2.42287478219076,1.07702090315285,2.24960794641783,0.0244738435778725,NA
"ENSG00000174307",155.410981530341,-0.104516226380494,0.363705991246448,-0.287364599143141,0.773833164358906,0.999853396577029
"ENSG00000197780",218.693442274272,0.127102153272156,0.266548641144781,0.47684412393278,0.633473123011255,0.999853396577029
"ENSG00000218283",77.4829532410899,-0.16857004473996,0.341587647319738,-0.493489873134001,0.621666493552343,0.999853396577029
"ENSG00000127603",2218.7350576937,-0.504434966805536,0.19115947186615,-2.63881753742625,0.0083195745567643,0.587168645792547
"ENSG00000171357",8.20902205492685,-0.549189286305269,0.621663453906934,-0.88341896705333,0.377009946643927,0.999853396577029
"ENSG00000203685",148.061754733731,-0.0230578452309086,0.498829677478951,-0.0462238841671195,0.963131806005545,0.999853396577029
"ENSG00000244682",2.3769342821145,0.0578038546883174,1.16834636094506,0.0494749302266503,0.960540815507924,NA
"ENSG00000236876",19.116134067373,-0.102489261327918,0.469869347654296,-0.218122892756402,0.827333360975952,0.999853396577029
"ENSG00000162413",369.863559020366,0.330997549029319,0.342448683004683,0.966561022005137,0.333763527829713,0.999853396577029
"ENSG00000272084",2.66602605461906,1.09520795345497,1.07376318421386,1.01997160040164,0.307741929844941,NA
"ENSG00000127481",267.907378038297,-0.138720837451947,0.412017548053468,-0.336686721493583,0.736353074265845,0.999853396577029
"ENSG00000211454",13.0737601825968,0.836877838502469,0.649954970055637,1.28759356733718,0.197887479727468,0.999853396577029
"ENSG00000116731",222.548062678279,0.162477858488638,0.286672319634973,0.566772050735576,0.570869061804458,0.999853396577029
"ENSG00000188672",5.03815831138637,-0.452125874734305,0.725798973270485,-0.622935401378434,0.53332697313178,0.999853396577029
"ENSG00000162704",260.379488575672,-0.0900945556199849,0.293084427925032,-0.307401373241946,0.758537883064331,0.999853396577029
"ENSG00000162641",5.42097981817832,0.47765880552771,0.899111799606488,0.531256297311153,0.595241185486123,0.999853396577029
"ENSG00000184588",291.901312391088,-0.380519073086307,0.300452246050507,-1.26648769675811,0.205338531469944,0.999853396577029
